0,4.9999e-09,0,0
1.00001e-05,9.00455e-05,1.00001e-05,8.99964e-05
2.00002e-05,0.000180071,2.00002e-05,0.000179983
3.00003e-05,0.000270084,3.00003e-05,0.000269959
4.00004e-05,0.000360085,4.00004e-05,0.000359925
5.00005e-05,0.000450075,5.00005e-05,0.000449882
6.00006e-05,0.000540054,6.00006e-05,0.000539828
7.00007e-05,0.000630023,7.00007e-05,0.000629765
8.00008e-05,0.00071998,8.00008e-05,0.000719691
9.00009e-05,0.000809927,9.00009e-05,0.000809607
0.000100001,0.000899863,0.000100001,0.000899514
0.000110001,0.000989789,0.000110001,0.00098941
0.000120001,0.0010797,0.000120001,0.0010793
0.000130001,0.00116961,0.000130001,0.00116917
0.000140001,0.0012595,0.000140001,0.00125904
0.000150002,0.00134939,0.000150002,0.0013489
0.000160002,0.00143926,0.000160002,0.00143874
0.000170002,0.00152913,0.000170002,0.00152858
0.000180002,0.00161898,0.000180002,0.00161841
0.000190002,0.00170882,0.000190002,0.00170822
0.000200002,0.00179866,0.000200002,0.00179803
0.000210002,0.00188848,0.000210002,0.00188782
0.000220002,0.00197829,0.000220002,0.00197761
0.000230002,0.00206809,0.000230002,0.00206739
0.000240002,0.00215789,0.000240002,0.00215715
0.000250003,0.00224767,0.000250003,0.00224691
0.000260003,0.00233744,0.000260003,0.00233666
0.000270003,0.0024272,0.000270003,0.00242639
0.000280003,0.00251695,0.000280003,0.00251612
0.000290003,0.00260669,0.000290003,0.00260584
0.000300003,0.00269642,0.000300003,0.00269555
0.000310003,0.00278615,0.000310003,0.00278524
0.000320003,0.00287586,0.000320003,0.00287493
0.000330003,0.00296556,0.000330003,0.00296461
0.000340003,0.00305525,0.000340003,0.00305427
0.000350004,0.00314493,0.000350004,0.00314393
0.000360004,0.0032346,0.000360004,0.00323358
0.000370004,0.00332426,0.000370004,0.00332321
0.000380004,0.00341391,0.000380004,0.00341284
0.000390004,0.00350355,0.000390004,0.00350246
0.000400004,0.00359318,0.000400004,0.00359206
0.000410004,0.0036828,0.000410004,0.00368166
0.000420004,0.00377241,0.000420004,0.00377125
0.000430004,0.00386201,0.000430004,0.00386083
0.000440004,0.0039516,0.000440004,0.00395039
0.000450005,0.00404118,0.000450005,0.00403995
0.000460005,0.00413075,0.000460005,0.0041295
0.000470005,0.00422031,0.000470005,0.00421904
0.000480005,0.00430986,0.000480005,0.00430856
0.000490005,0.0043994,0.000490005,0.00439808
0.000500005,0.00448892,0.000500005,0.00448759
0.000510005,0.00457844,0.000510005,0.00457709
0.000520005,0.00466795,0.000520005,0.00466657
0.000530005,0.00475745,0.000530005,0.00475605
0.000540005,0.00484694,0.000540005,0.00484552
0.000550006,0.00493642,0.000550006,0.00493498
0.000560006,0.00502589,0.000560006,0.00502442
0.000570006,0.00511535,0.000570006,0.00511386
0.000580006,0.0052048,0.000580006,0.00520329
0.000590006,0.00529424,0.000590006,0.00529271
0.000600006,0.00538367,0.000600006,0.00538212
0.000610006,0.00547308,0.000610006,0.00547151
0.000620006,0.00556249,0.000620006,0.0055609
0.000630006,0.00565189,0.000630006,0.00565028
0.000640006,0.00574128,0.000640006,0.00573965
0.000650007,0.00583066,0.000650007,0.00582901
0.000660007,0.00592003,0.000660007,0.00591836
0.000670007,0.00600939,0.000670007,0.0060077
0.000680007,0.00609874,0.000680007,0.00609702
0.000690007,0.00618807,0.000690007,0.00618634
0.000700007,0.0062774,0.000700007,0.00627565
0.000710007,0.00636672,0.000710007,0.00636495
0.000720007,0.00645603,0.000720007,0.00645424
0.000730007,0.00654533,0.000730007,0.00654352
0.000740007,0.00663462,0.000740007,0.00663279
0.000750008,0.0067239,0.000750008,0.00672205
0.000760008,0.00681317,0.000760008,0.0068113
0.000770008,0.00690243,0.000770008,0.00690053
0.000780008,0.00699167,0.000780008,0.00698976
0.000790008,0.00708091,0.000790008,0.00707898
0.000800008,0.00717014,0.000800008,0.00716819
0.000810008,0.00725936,0.000810008,0.00725739
0.000820008,0.00734857,0.000820008,0.00734658
0.000830008,0.00743777,0.000830008,0.00743576
0.000840008,0.00752696,0.000840008,0.00752493
0.000850009,0.00761614,0.000850009,0.00761409
0.000860009,0.00770531,0.000860009,0.00770324
0.000870009,0.00779446,0.000870009,0.00779238
0.000880009,0.00788361,0.000880009,0.00788151
0.000890009,0.00797275,0.000890009,0.00797063
0.000900009,0.00806188,0.000900009,0.00805974
0.000910009,0.008151,0.000910009,0.00814884
0.000920009,0.00824011,0.000920009,0.00823793
0.000930009,0.00832921,0.000930009,0.00832701
0.000940009,0.0084183,0.000940009,0.00841608
0.00095001,0.00850738,0.00095001,0.00850515
0.00096001,0.00859645,0.00096001,0.0085942
0.00097001,0.00868551,0.00097001,0.00868324
0.00098001,0.00877456,0.00098001,0.00877227
