10,0.29899
20,0.160703
30,0.109887
40,0.0834987
50,0.067334
60,0.0564145
70,0.0485432
80,0.0425999
90,0.0379533
100,0.0342208
110,0.0311568
120,0.0285965
130,0.026425
140,0.02456
150,0.022941
160,0.0215222
170,0.0202687
180,0.0191532
190,0.0181541
200,0.017254
210,0.016439
220,0.0156975
230,0.01502
240,0.0143986
250,0.0138265
260,0.0132982
270,0.0128088
280,0.0123541
290,0.0119306
300,0.0115351
310,0.0111651
320,0.010818
330,0.0104919
340,0.0101848
350,0.00989525
360,0.00962168
370,0.00936283
380,0.00911754
390,0.00888478
400,0.0086636
410,0.00845317
420,0.00825272
430,0.00806156
440,0.00787905
450,0.00770462
460,0.00753775
470,0.00737795
480,0.00722479
490,0.00707786
500,0.00693678
510,0.00680122
520,0.00667086
530,0.0065454
540,0.00642457
550,0.00630812
560,0.00619582
570,0.00608745
580,0.0059828
590,0.00588169
600,0.00578394
610,0.00568939
620,0.00559787
630,0.00550926
640,0.00542341
650,0.00534019
660,0.00525949
670,0.00518119
680,0.00510518
690,0.00503138
700,0.00495968
710,0.00488999
720,0.00482223
730,0.00475633
740,0.0046922
750,0.00462978
760,0.004569
770,0.0045098
780,0.00445211
790,0.00439587
800,0.00434104
810,0.00428756
820,0.00423538
830,0.00418446
840,0.00413475
850,0.0040862
860,0.00403878
870,0.00399245
880,0.00394717
890,0.0039029
900,0.00385962
910,0.00381729
920,0.00377587
930,0.00373534
940,0.00369568
950,0.00365685
960,0.00361882
970,0.00358158
980,0.0035451
990,0.00350935
1000,0.00347432
1010,0.00343998
1020,0.00340631
1030,0.00337329
1040,0.00334091
1050,0.00330914
1060,0.00327797
1070,0.00324739
1080,0.00321737
1090,0.0031879
1100,0.00315896
1110,0.00313055
1120,0.00310264
1130,0.00307522
1140,0.00304829
1150,0.00302182
1160,0.00299581
1170,0.00297024
1180,0.0029451
1190,0.00292039
1200,0.00289609
1210,0.00287219
1220,0.00284868
1230,0.00282555
1240,0.0028028
1250,0.0027804
1260,0.00275837
1270,0.00273668
1280,0.00271533
1290,0.0026943
1300,0.00267361
1310,0.00265322
1320,0.00263315
1330,0.00261338
1340,0.0025939
1350,0.00257471
1360,0.0025558
1370,0.00253717
1380,0.00251881
1390,0.00250071
1400,0.00248287
1410,0.00246528
1420,0.00244794
1430,0.00243084
1440,0.00241398
1450,0.00239735
1460,0.00238095
1470,0.00236477
1480,0.00234881
1490,0.00233307
1500,0.00231753
1510,0.0023022
1520,0.00228707
1530,0.00227214
1540,0.0022574
1550,0.00224286
1560,0.00222849
1570,0.00221432
1580,0.00220032
1590,0.00218649
1600,0.00217284
1610,0.00215936
1620,0.00214605
1630,0.00213289
1640,0.0021199
1650,0.00210707
1660,0.00209439
1670,0.00208186
1680,0.00206948
1690,0.00205725
1700,0.00204516
1710,0.00203321
1720,0.0020214
1730,0.00200973
1740,0.00199819
1750,0.00198678
1760,0.0019755
1770,0.00196435
1780,0.00195333
1790,0.00194243
1800,0.00193164
1810,0.00192098
1820,0.00191044
1830,0.00190001
1840,0.00188969
1850,0.00187949
1860,0.00186939
1870,0.0018594
1880,0.00184952
1890,0.00183975
1900,0.00183007
1910,0.0018205
1920,0.00181102
1930,0.00180165
1940,0.00179237
1950,0.00178319
1960,0.0017741
1970,0.0017651
1980,0.00175619
1990,0.00174738
2000,0.00173865
2010,0.00173
2020,0.00172145
2030,0.00171297
2040,0.00170458
2050,0.00169628
2060,0.00168805
2070,0.0016799
2080,0.00167183
2090,0.00166384
2100,0.00165592
2110,0.00164808
2120,0.00164031
2130,0.00163262
2140,0.00162499
2150,0.00161744
2160,0.00160996
2170,0.00160255
2180,0.0015952
2190,0.00158792
2200,0.00158071
2210,0.00157356
2220,0.00156648
2230,0.00155946
2240,0.0015525
